genome,cluster,type,contig,start,end
NT12272,1,arylpolyene,51,0,21097
NT12273,1,thiopeptide,1,216177,237894
NT12273,1,T1PKS|NRPS,7,10132,65819
NT12273,1,arylpolyene,55,0,21097
NT12274,1,NRPS|T1PKS,1,448985,569529
NT12274,1,thiopeptide,10,122802,149095
NT12274,1,NRPS,11,103742,147624
NT12274,1,arylpolyene,35,0,20880
NT12274,1,siderophore,38,0,10937
NT12275,1,NRPS,14,1330,45212
NT12276,1,thiopeptide,5,25397,51690
NT12276,1,NRPS,33,11510,55267
NT12277,1,thiopeptide,3,103845,130138
NT12277,1,NRPS|T1PKS,39,0,36386
NT12278,1,arylpolyene,4,0,35877
NT12278,2,thiopeptide,4,141751,168044
NT12278,1,NRPS|T1PKS,13,11286,131617
NT12279,1,NRPS,13,81042,124924
NT12279,1,NRPS|T1PKS,23,288,78156
NT12279,1,NRPS|T1PKS,27,0,41507
NT12279,1,arylpolyene,48,0,18800
NT12280,1,thiopeptide,2,122544,148837
NT12280,2,NRPS,2,436717,480599
NT12280,1,NRPS|T1PKS,13,11286,132268
NT12280,1,arylpolyene,28,0,18800
NT12281,1,thiopeptide,3,122645,148938
NT12281,2,NRPS,3,436578,480460
NT12281,1,NRPS|T1PKS,12,758,121312
NT12281,1,arylpolyene,29,0,18800
NT12282,1,NRPS,4,214670,258552
NT12282,1,thiopeptide,9,79456,105749
NT12282,1,NRPS|T1PKS,14,12028,118078
NT12282,1,arylpolyene,42,0,18800
NT12283,1,thiopeptide,3,197593,223886
NT12283,1,NRPS|T1PKS,6,127424,247908
NT12283,1,NRPS,7,18897,62779
NT12283,1,siderophore,44,5150,16252
NT12284,1,thiopeptide,8,82546,108839
NT12284,1,NRPS,35,0,43757
NT12285_763,1,NRPS,contigs_0043,7654,51536
NT12285_763,2,thiopeptide,contigs_0043,339195,365488
NT12285_763,1,NRPS|T1PKS,contigs_0051,463948,585245
NT12285_763,1,arylpolyene,contigs_0154,0,19054
NT12286_764,1,NRPS|T1PKS,contigs_0062,463948,585245
NT12286_764,1,NRPS,contigs_0091,7654,51536
NT12286_764,2,thiopeptide,contigs_0091,339086,365379
NT12286_764,1,arylpolyene,contigs_0149,0,19054
NT12287,1,arylpolyene,9,38940,82528
NT12287,1,thiopeptide,10,27492,53785
NT12287,1,ladderane,11,0,39639
NT12287,1,NRPS,14,57067,100949
NT12287,1,siderophore,78,0,12812
NT12287,1,LAP,113,0,3131
NT12288_765,1,thiopeptide,contigs_0068,69173,95466
NT12288_765,1,arylpolyene,contigs_0250,39067,82655
NT12288_765,1,NRPS,contigs_0350,11351,55233
NT12288_765,1,siderophore,contigs_0380,0,13727
NT12288_765,1,ladderane,contigs_0656,75738,115505
NT12289,1,arylpolyene,4,135617,179205
NT12289,1,NRPS,7,134809,168589
NT12289,1,thiopeptide,20,26467,52760
NT12289,1,T1PKS|NRPS,28,10694,58048
NT12289,1,RRE-containing,44,0,20559
NT12290,1,NRPS,3,0,33780
NT12290,1,arylpolyene,11,21208,64796
NT12290,1,thiopeptide,28,12893,39186
NT12290,1,T1PKS|NRPS,37,0,42352
NT12290,1,RRE-containing,38,6200,27253
NT12291,1,arylpolyene,4,43692,87280
NT12291,1,thiopeptide,5,168661,194954
NT12291,1,NRPS,9,0,33780
NT12291,1,T1PKS|NRPS,28,9702,57056
NT12291,1,RRE-containing,33,8500,29553
NT12292_766,1,thiopeptide,contigs_0076,197125,223418
NT12292_766,1,NRPS,contigs_0077,6737,50619
NT12292_766,1,T1PKS|NRPS,contigs_0154,11271,58971
NT12292_766,1,siderophore,contigs_0166,0,12682
NT12293,1,thiopeptide,3,129730,156023
NT12293,1,NRPS,16,59281,103163
NT12293,1,NRPS|T1PKS,25,0,51580
NT12294_341,1,LAP,c00042_ZG-40.8..,0,13264
NT12294_341,1,siderophore,c00102_ZG-40.8..,0,12632
NT12294_341,1,NRPS,c00142_ZG-40.8..,0,28507
NT12294_341,1,thiopeptide,c00166_ZG-40.8..,0,14992
NT12294_341,1,T1PKS|NRPS,c00198_ZG-40.8..,0,50629
NT12295,1,thiopeptide,5,145555,171848
NT12295,1,arylpolyene,7,35760,79348
NT12295,1,NRPS,21,417,44299
NT12295,1,siderophore,32,0,13649
NT12296,1,arylpolyene,6,43692,87280
NT12296,1,thiopeptide,9,144893,171186
NT12296,1,NRPS,23,16967,60849
NT12296,1,siderophore,41,18484,31934
NT12297,1,arylpolyene,6,43283,86871
NT12297,1,thiopeptide,7,26467,52760
NT12297,1,NRPS,29,0,42207
NT12297,1,siderophore,35,4781,19196
NT12298_342,1,thiopeptide,c00019_ZG-42.1..,159039,185332
NT12298_342,1,NRPS,c00100_ZG-42.1..,57498,86260
NT12299_343,1,NRPS|T1PKS,c00008_ZG-43.1..,0,66270
NT12299_343,1,T1PKS|NRPS,c00023_ZG-43.1..,0,54994
NT12299_343,1,NRPS,c00055_ZG-43.1..,122496,166378
NT12299_343,1,thiopeptide,c00080_ZG-43.1..,153965,180258
NT12299_343,2,arylpolyene,c00080_ZG-43.1..,286289,324680
NT12300,1,NRPS|T1PKS,1,448123,569254
NT12300,1,arylpolyene,2,0,38314
NT12300,2,thiopeptide,2,144345,170638
NT12300,3,NRPS,2,447538,491420
NT12301,1,NRPS|T1PKS,2,124,120670
NT12301,1,thiopeptide,3,172760,199053
NT12301,2,arylpolyene,3,305084,343398
NT12301,1,NRPS,12,7516,51398
NT12302_344,1,T1PKS|NRPS,c00008_ZG-44.1..,0,44899
NT12302_344,1,NRPS,c00014_ZG-44.1..,203658,247540
NT12302_344,1,lassopeptide,c00015_ZG-44.1..,0,8388
NT12302_344,1,siderophore,c00046_ZG-44.1..,0,12407
NT12302_344,1,thiopeptide,c00052_ZG-44.1..,212639,238932
NT12303_345,1,siderophore,c00002_ZG-44.2..,6626,21041
NT12303_345,1,arylpolyene,c00010_ZG-44.2..,0,20198
NT12303_345,1,NRPS,c00054_ZG-44.2..,57291,101173
NT12303_345,1,arylpolyene,c00087_ZG-44.2..,0,2676
NT12303_345,1,ladderane,c00115_ZG-44.2..,0,31795
NT12303_345,2,thiopeptide,c00115_ZG-44.2..,161966,188259
NT12304,1,NRPS|T1PKS,1,447865,568369
NT12304,1,thiopeptide,4,153886,180179
NT12304,1,NRPS,12,7516,51398
NT12304,1,arylpolyene,36,0,20715
NT12305_346,1,T1PKS|NRPS,c00024_ZG-46.1..,0,52583
NT12305_346,1,NRPS,c00058_ZG-46.1..,156744,200626
NT12305_346,1,siderophore,c00073_ZG-46.1..,0,12425
NT12305_346,1,thiopeptide,c00074_ZG-46.1..,11291,37584
NT12306_347,1,siderophore,c00008_ZG-46.5..,0,12461
NT12306_347,1,T1PKS|NRPS,c00025_ZG-46.5..,11221,66908
NT12306_347,1,NRPS,c00033_ZG-46.5..,156744,200626
NT12306_347,1,thiopeptide,c00073_ZG-46.5..,102771,129064
NT12307,1,thiopeptide,2,25316,51608
NT12307,1,T1PKS|NRPS,31,7283,59645
NT12307,1,NRPS,38,18539,47228
NT12307,1,siderophore,71,2080,15480
NT12307,1,RiPP-like,110,0,2704
NT12308_348,1,T1PKS|NRPS,c00013_ZG-47.3..,8870,61315
NT12308_348,1,NRPS,c00027_ZG-47.3..,0,28766
NT12308_348,1,thiopeptide,c00048_ZG-47.3..,126928,153220
NT12308_348,1,siderophore,c00064_ZG-47.3..,0,13743
NT12309_349,1,NRPS,c00017_ZG-48.1..,121946,165828
NT12309_349,1,thiopeptide,c00050_ZG-48.1..,162471,188764
NT12309_349,1,NRPS|T1PKS,c00078_ZG-48.1..,85788,128327
NT12309_349,1,siderophore,c00105_ZG-48.1..,0,12317
NT12310_767,1,thiopeptide,contigs_0041,162509,188802
NT12310_767,1,NRPS,contigs_0173,9090,52972
NT12310_767,1,NRPS|T1PKS,contigs_0196,405650,448870
NT12310_767,1,siderophore,contigs_0229,0,12525
NT12311_350,1,arylpolyene,c00005_ZG-49.1..,176968,212799
NT12311_350,1,NRPS,c00015_ZG-49.1..,54726,94380
NT12311_350,1,T1PKS|NRPS,c00047_ZG-49.1..,19178,66757
NT12312,1,arylpolyene,2,0,35754
NT12312,2,NRPS,2,496010,539892
NT12312,1,T1PKS|NRPS,21,0,47502
NT12313,1,NRPS,1,17231,61113
NT12313,1,T1PKS|NRPS,28,0,46811
NT12313,1,arylpolyene,39,0,35682
NT12313,1,RiPP-like,252,0,2591
NT12314_351,1,T1PKS|NRPS,c00041_ZG-50.1..,166558,222245
NT12314_351,1,NRPS,c00054_ZG-50.1..,49575,93457
NT12315_352,1,siderophore,c00005_ZG-51.1..,0,13478
NT12315_352,1,T1PKS|NRPS,c00027_ZG-51.1..,4479,50747
NT12315_352,1,thiopeptide,c00029_ZG-51.1..,557991,584284
NT12315_352,1,NRPS,c00064_ZG-51.1..,4817,48699
NT12316,1,T1PKS|NRPS,2,4258,59945
NT12316,1,thiopeptide,3,240930,267223
NT12316,1,NRPS,14,0,28688
NT12317_353,1,thiopeptide,c00026_ZG-53.1..,126928,153220
NT12317_353,1,NRPS,c00079_ZG-53.1..,0,27512
NT12318,1,thiopeptide,4,21745,48038
NT12318,2,arylpolyene,4,154170,189648
NT12318,1,NRPS,11,6298,50180
NT12318,1,NRPS|T1PKS,32,0,47679
NT12318,1,T1PKS|NRPS,33,0,43872
NT12318,1,siderophore,53,0,10938
NT12319_354,1,thiopeptide,c00050_ZG-54.2..,260858,287151
NT12319_354,1,NRPS,c00053_ZG-54.2..,2357,46239
NT12320_355,1,siderophore,c00035_ZG-55.1..,0,13605
NT12320_355,1,NRPS,c00047_ZG-55.1..,448,44330
NT12320_355,1,thiopeptide,c00067_ZG-55.1..,136441,162734
NT12321_356,1,NRPS,c00022_ZG-55.2..,90743,134625
NT12321_356,1,thiopeptide,c00026_ZG-55.2..,25290,51583
NT12321_356,1,siderophore,c00092_ZG-55.2..,2139,15604
NT12322,1,thiopeptide,4,26466,52759
NT12322,1,NRPS|T1PKS,12,122062,177749
NT12322,1,arylpolyene,14,43692,87280
NT12322,1,NRPS,16,4984,48866
NT12322,1,siderophore,17,94793,108038
NT12323,1,T1PKS|NRPS,8,8931,59803
NT12323,1,NRPS,18,21796,65678
NT12323,1,siderophore,81,3451,15960
NT12323,1,thiopeptide,88,0,14837
NT12323,1,LAP,133,0,4903
NT12324,1,T1PKS|NRPS,9,8931,59803
NT12324,1,NRPS,18,21795,65677
NT12324,1,siderophore,78,0,14132
NT12324,1,thiopeptide,85,0,14838
NT12324,1,LAP,132,0,4902
NT12325_133,1,thiopeptide,NZ_GG773019.1,79757,106050
NT12325_133,1,NRPS,NZ_GG773021.1,427876,471758
NT12325_133,1,T1PKS|NRPS,NZ_GG773023.1,0,43485
NT12325_133,1,NRPS|T1PKS,NZ_GG773033.1,76,70895
NT12325_133,1,siderophore,NZ_GG773039.1,0,9253
NT12326_143,1,thiopeptide,NZ_GG774420.1,76914,103207
NT12326_143,1,T1PKS|NRPS,NZ_GG774439.1,0,35790
NT12326_143,1,NRPS,NZ_GG774463.1,16643,60525
NT12327_134,1,NRPS,NZ_GG771853.1,84803,113522
NT12327_134,1,thiopeptide,NZ_GG771861.1,128791,155084
NT12328_138,1,T1PKS|NRPS,NZ_GG773505.1,10810,46600
NT12328_138,1,siderophore,NZ_GG773528.1,0,9460
NT12328_138,1,NRPS,NZ_GG773533.1,104368,148250
NT12328_138,1,RiPP-like,NZ_GG773550.1,0,6407
NT12329_142,1,thiopeptide,NZ_GG772708.1,0,19884
NT12329_142,1,NRPS,NZ_GG772754.1,23176,52122
NT12329_142,1,NRPS,NZ_GG772787.1,6525,45580
NT12330_144,1,T1PKS|NRPS,NZ_GG772344.1,18215,73902
NT12330_144,1,siderophore,NZ_GG772366.1,7592,22007
NT12330_144,1,NRPS,NZ_GG772450.1,84751,113707
NT12331_141,1,siderophore,NZ_GG773741.1,0,10208
NT12331_141,1,thiopeptide,NZ_GG773815.1,228481,254774
NT12331_141,1,NRPS|T1PKS,NZ_GG773821.1,0,43848
NT12331_141,1,NRPS|T1PKS,NZ_GG773863.1,74,71093
NT12331_141,1,NRPS,NZ_GG773871.1,104418,148300
NT12332_139,1,T1PKS|NRPS,NZ_GG773954.1,0,44461
NT12332_139,1,siderophore,NZ_GG774001.1,0,11019
NT12332_139,1,NRPS,NZ_GG774118.1,90816,119537
NT12333_140,1,siderophore,NZ_GG771311.1,8116,22531
NT12333_140,1,arylpolyene,NZ_GG771449.1,21430,65149
NT12333_140,1,T1PKS|NRPS,NZ_GG771482.1,6992,42757
NT12333_140,1,NRPS,NZ_GG771506.1,1056,44938
NT12333_140,1,thiopeptide,NZ_GG771519.1,26579,52872
NT12334_145,1,thiopeptide,NZ_ADWQ01000001,279206,305499
NT12334_145,1,NRPS,NZ_ADWQ01000012,91403,135285
NT12334_145,1,arylpolyene,NZ_ADWQ01000033,0,33670
NT12334_145,1,NRPS,NZ_ADWQ01000037,0,24365
NT12334_145,1,siderophore,NZ_ADWQ01000064,0,7307
NT12334_145,1,RiPP-like,NZ_ADWQ01000075,0,7008
NT12334_145,1,siderophore,NZ_ADWQ01000080,0,6328
NT12334_145,1,lassopeptide,NZ_ADWQ01000095,0,4243
NT12335_135,1,NRPS,NZ_ADWU01000019,64113,92485
NT12335_135,1,thiopeptide,NZ_ADWU01000026,25305,51598
NT12335_135,1,siderophore,NZ_ADWU01000062,2248,15596
NT12336_136,1,NRPS,NZ_ADWT01000003,56128,100010
NT12336_136,1,thiopeptide,NZ_ADWT01000005,127266,153559
NT12336_136,1,T1PKS|NRPS,NZ_ADWT01000021,3640,59328
NT12336_136,1,siderophore,NZ_ADWT01000081,2282,15878
NT12336_136,1,arylpolyene,NZ_ADWT01000088,0,13066
NT12336_136,1,RiPP-like,NZ_ADWT01000110,0,7056
NT12336_136,1,lassopeptide,NZ_ADWT01000137,0,4053
NT12337_137,1,NRPS,NZ_ADWS01000012,90745,120412
NT12338_2,1,NRPS|T1PKS,NZ_GG669095.1,16579,141888
NT12338_2,1,arylpolyene,NZ_GG669099.1,0,38247
NT12338_2,2,thiopeptide,NZ_GG669099.1,144377,170670
NT12338_2,3,NRPS,NZ_GG669099.1,447288,491170
NT12338_2,1,siderophore,NZ_GG669102.1,3472,17887
NT12339,1,thiopeptide,5,82761,109054
NT12339,1,NRPS,11,89756,133638
NT12339,1,cyclic-lactone-autoinducer,24,2450,22969
NT12339,1,siderophore,38,17706,32121
NT12340_27,1,NRPS,NC_004431.1,636948,679621
NT12340_27,2,thiopeptide,NC_004431.1,991298,1017592
NT12340_27,3,arylpolyene,NC_004431.1,1123726,1167314
NT12340_27,4,NRPS|T1PKS,NC_004431.1,2207294,2333901
NT12340_27,5,siderophore,NC_004431.1,3459727,3474142
NT12341_194,1,NRPS,c00005_TA206_c..,0,28875
NT12341_194,1,thiopeptide,c00023_TA206_c..,11503,37797
NT12341_194,1,NRPS,c00095_TA206_c..,0,19548
NT12341_194,1,siderophore,c00144_TA206_c..,53543,67964
NT12341_194,1,RiPP-like,c00164_TA206_c..,5853,16732
NT12341_194,1,RiPP-like,c00182_TA206_c..,0,6938
NT12343_357,1,NRPS,c00030_DH300_c..,0,28764
NT12343_357,1,thiopeptide,c00068_DH300_c..,83272,109565
NT12344,1,NRPS,1,256942,300824
NT12344,1,arylpolyene,8,84160,127748
NT12344,1,thiopeptide,14,87862,114155
NT12345,1,ladderane|arylpolyene,2,94899,137458
NT12345,1,NRPS,15,14257,58139
NT12345,1,thiopeptide,26,18581,44874
NT12346_358,1,NRPS,c00018_DC-2495..,59577,103459
NT12346_358,1,thiopeptide,c00039_DC-2495..,17873,44166
NT12347_359,1,NRPS,c00025_DC-2504..,1109,44991
NT12347_359,1,thiopeptide,c00039_DC-2504..,93461,119754
NT12348,1,thiopeptide,6,25266,51559
NT12348,1,NRPS,11,89912,133794
NT12349,1,thiopeptide,2,136099,162392
NT12349,1,NRPS,13,89789,133671
NT12350,1,NRPS,8,0,28861
NT12350,1,thiopeptide,38,16354,38665
NT12351,1,thiopeptide,9,119918,146211
NT12351,1,NRPS,13,90215,134097
NT12352,1,thiopeptide,1,119863,146156
NT12352,1,NRPS,16,59091,96513
NT12353_360,1,thiopeptide,c00029_DC-2574..,162970,189262
NT12353_360,1,T1PKS|NRPS,c00049_DC-2574..,3282,58969
NT12353_360,1,RiPP-like,c00053_DC-2574..,4278,15814
NT12353_360,1,NRPS,c00065_DC-2574..,49431,93313
NT12354,1,NRPS,12,993,44875
NT12354,1,thiopeptide,14,82748,109041
NT12355_361,1,NRPS,c00008_DC-2584..,49343,93225
NT12355_361,1,NRPS|T1PKS,c00022_DC-2584..,406417,460406
NT12355_361,1,RiPP-like,c00028_DC-2584..,0,6679
NT12356,1,NRPS,11,89830,133712
NT12356,1,thiopeptide,12,17797,44090
NT12357,1,NRPS,1,352592,396474
NT12357,2,thiopeptide,1,707631,733924
NT12357,1,T1PKS|NRPS,11,63336,119023
NT12358_362,1,thiopeptide,c00081_DC-2652..,82975,109268
NT12358_362,1,NRPS,c00170_DC-2652..,1093,44975
NT12359_363,1,thiopeptide,c00009_DC-2653..,259255,285547
NT12359_363,1,NRPS|T1PKS,c00018_DC-2653..,93441,146027
NT12359_363,1,NRPS,c00019_DC-2653..,296449,340331
NT12359_363,1,RiPP-like,c00047_DC-2653..,0,6307
NT12360_768,1,NRPS,contigs_0003,90877,134759
NT12360_768,1,thiopeptide,contigs_0022,89567,109509
NT12360_768,1,NRPS|T1PKS,contigs_0056,0,51787
NT12361_364,1,NRPS,c00006_DC-2655..,1989,45871
NT12362_365,1,thiopeptide,c00003_DC-2703..,102765,129058
NT12362_365,1,T1PKS|NRPS,c00045_DC-2703..,0,44892
NT12362_365,1,NRPS,c00048_DC-2703..,129487,173369
NT12363_366,1,thiopeptide,c00033_DC-2704..,25226,51519
NT12363_366,1,RiPP-like,c00105_DC-2704..,0,9431
NT12363_366,1,NRPS,c00142_DC-2704..,90009,118827
NT12364_367,1,NRPS,c00001_DC-2705..,78884,108120
NT12364_367,1,RiPP-like,c00055_DC-2705..,1892,13428
NT12364_367,1,thiopeptide,c00095_DC-2705..,111459,137752
NT12365_368,1,arylpolyene,c00010_DC-2710..,130509,162474
NT12365_368,1,thiopeptide,c00015_DC-2710..,0,19891
NT12365_368,1,arylpolyene,c00023_DC-2710..,135757,179345
NT12365_368,1,NRPS,c00057_DC-2710..,19281,63163
NT12365_368,1,RiPP-like,c00062_DC-2710..,26006,37542
NT12367_370,1,siderophore,c00008_DC-3240..,0,12081
NT12367_370,1,T1PKS|NRPS,c00032_DC-3240..,0,44477
NT12367_370,1,NRPS,c00049_DC-3240..,591894,635776
NT12368,1,NRPS,2,80728,124610
NT12368,1,thiopeptide,6,231749,258042
NT12368,1,NRPS|T1PKS,7,2614,58301
NT12370_371,1,thiopeptide,c00019_DC-3256..,17873,44165
NT12370_371,1,NRPS,c00065_DC-3256..,8808,52690
NT12371,1,arylpolyene|ladderane,4,101791,144350
NT12371,1,thiopeptide,5,168358,194651
NT12371,1,NRPS,22,0,28686
NT12372_372,1,arylpolyene,c00007_DC-3263..,131122,174710
NT12372_372,1,NRPS,c00072_DC-3263..,0,28767
NT12372_372,1,thiopeptide,c00096_DC-3263..,182871,209164
NT12372_372,1,siderophore,c00101_DC-3263..,0,12352
NT12372_372,1,NRPS|T1PKS,c00158_DC-3263..,0,30909
NT12373,1,thiopeptide,4,82701,108994
NT12373,1,NRPS,16,90513,134395
NT12375,1,NRPS,1,16179,60061
NT12375,1,thiopeptide,11,118825,145118
NT12376,1,NRPS,19,0,28759
NT12376,1,T1PKS|NRPS,37,0,39816
NT12377,1,thiopeptide,6,98136,124429
NT12377,1,NRPS,7,566,44448
NT12377,1,siderophore,88,0,8212
NT12378_769,1,thiopeptide,contigs_0108,82869,109162
NT12378_769,1,NRPS,contigs_0184,90439,134321
NT12379,1,NRPS,3,695,44577
NT12379,1,thiopeptide,7,40883,67176
NT12379,1,arylpolyene,15,43737,87325
NT12380,1,NRPS,14,75265,119147
NT12380,1,thiopeptide,23,24045,50338
NT12381,1,thiopeptide,6,23857,50150
NT12381,1,NRPS,10,124476,168358
NT12382_374,1,NRPS,c00088_DC-3998..,57506,86271
NT12384_770,1,RiPP-like,contigs_0218,0,5992
NT12384_770,1,NRPS,contigs_0539,42561,71376
NT12384_770,1,thiopeptide,contigs_0697,3396,29689
NT12385,1,NRPS,10,90114,133996
NT12385,1,thiopeptide,11,82884,109177
NT12386,1,NRPS,10,90138,134020
NT12386,1,thiopeptide,13,17796,44089
NT12387_771,1,thiopeptide,contigs_0024,126888,153181
NT12387_771,1,NRPS,contigs_0056,90307,134189
NT12387_771,1,RiPP-like,contigs_0225,0,6121
NT12388_376,1,thiopeptide,c00033_DC-4008..,25304,51597
NT12388_376,1,RiPP-like,c00062_DC-4008..,0,6071
NT12388_376,1,NRPS,c00101_DC-4008..,0,28733
NT12389_772,1,thiopeptide,contigs_0021,126888,153181
NT12389_772,1,RiPP-like,contigs_0149,0,6121
NT12389_772,1,NRPS,contigs_0161,90307,134189
NT12390_377,1,thiopeptide,c00017_DC-4010..,82831,109124
NT12390_377,1,RiPP-like,c00066_DC-4010..,0,6071
NT12390_377,1,NRPS,c00096_DC-4010..,59440,103322
NT12391_773,1,NRPS,contigs_0099,90307,134189
NT12391_773,1,RiPP-like,contigs_0124,0,6121
NT12391_773,1,thiopeptide,contigs_0148,126888,153181
NT12392_378,1,NRPS,c00027_DC-4014..,16373,60255
NT12392_378,1,RiPP-like,c00039_DC-4014..,31235,42771
NT12392_378,1,NRPS|T1PKS,c00041_DC-4014..,399761,455448
NT12393_774,1,NRPS,contigs_0033,135217,179099
NT12393_774,1,arylpolyene,contigs_0042,0,21183
NT12393_774,1,arylpolyene,contigs_0095,6190,33585
NT12393_774,1,arylpolyene,contigs_0108,170134,191408
NT12394_379,1,thiopeptide,c00024_DC-4056..,0,19891
NT12394_379,1,NRPS,c00057_DC-4056..,81712,110589
NT12395,1,thiopeptide,7,161983,188276
NT12395,1,NRPS,12,473,44355
NT12396_380,1,thiopeptide,c00002_DC-4123..,112706,138999
NT12396_380,1,T1PKS|NRPS,c00016_DC-4123..,0,44197
NT12396_380,1,NRPS,c00040_DC-4123..,62658,106540
NT12396_380,1,arylpolyene,c00048_DC-4123..,38708,72939
NT12396_380,1,NRPS|T1PKS,c00051_DC-4123..,0,62076
NT12397,1,NRPS,17,0,28616
NT12397,1,thiopeptide,24,24135,50428
NT12397,1,arylpolyene,41,5620,41258
NT12398_775,1,NRPS,contigs_0122,90436,134318
NT12398_775,1,thiopeptide,contigs_0350,17922,43977
NT12399,1,thiopeptide,9,25347,51640
NT12399,1,NRPS,16,58905,102787
NT12400_381,1,thiopeptide,c00040_DC-4353..,175853,202146
NT12400_381,1,NRPS,c00047_DC-4353..,1736,45618
NT12401,1,thiopeptide,2,119144,145437
NT12401,1,NRPS,11,90702,134584
NT12401,1,arylpolyene,12,108330,144023
NT12402,1,thiopeptide,2,214502,240794
NT12402,1,T1PKS|NRPS,4,58368,114055
NT12402,1,NRPS,13,26576,70458
NT12404_383,1,thiopeptide,c00009_DC-4741..,14588,40881
NT12404_383,1,NRPS,c00017_DC-4741..,12352,56234
NT12405,1,NRPS,2,326453,370335
NT12405,1,ladderane|arylpolyene,6,102349,144908
NT12405,2,thiopeptide,6,267872,284954
NT12406_384,1,NRPS,c00002_DC-4774..,291647,335529
NT12406_384,1,T1PKS|NRPS,c00011_DC-4774..,691953,741022
NT12406_384,1,thiopeptide,c00018_DC-4774..,228444,254737
NT12407_776,1,lassopeptide,contigs_0013,0,11765
NT12407_776,1,NRPS|T1PKS,contigs_0029,454,99927
NT12407_776,1,NRPS,contigs_0076,6738,50620
NT12407_776,1,siderophore,contigs_0111,0,12525
NT12409,1,NRPS,11,55694,83621
NT12409,1,arylpolyene,13,52241,81409
NT12409,1,thiopeptide,19,26467,52760
NT12410,1,thiopeptide,4,18386,44679
NT12410,1,NRPS,7,141472,185354
NT12410,1,T1PKS|NRPS,24,20676,68178
NT12410,1,siderophore,40,3892,18307
NT12411,1,thiopeptide,1,348698,374991
NT12411,1,NRPS,8,140844,184726
NT12411,1,T1PKS|NRPS,29,0,33489
NT12411,1,siderophore,36,603,15018
NT12412_386,1,thiopeptide,c00074_DC-4962..,0,14971
NT12412_386,1,siderophore,c00100_DC-4962..,9577,23992
NT12412_386,1,T1PKS|NRPS,c00136_DC-4962..,4003,54234
NT12412_386,1,NRPS,c00149_DC-4962..,0,26214
NT12413_387,1,thiopeptide,c00051_DC-4963..,31594,57887
NT12413_387,1,NRPS,c00052_DC-4963..,57504,86268
NT12414_388,1,NRPS,c00033_DC-4965..,40396,84278
NT12414_388,1,thiopeptide,c00083_DC-4965..,67589,93882
NT12415,1,NRPS,1,352592,396474
NT12415,1,T1PKS|NRPS,2,63335,119022
NT12415,1,thiopeptide,5,445063,471356
NT12416,1,NRPS|T1PKS,1,5432,61119
NT12416,1,NRPS,7,6294,50176
NT12416,1,thiopeptide,8,79680,105973
NT12416,1,siderophore,46,0,14041
NT12416,1,RiPP-like,64,0,6518
NT12417,1,thiopeptide,1,98186,124479
NT12417,1,NRPS,11,71816,115698
NT12417,1,RiPP-like,53,0,7753
NT12418_389,1,siderophore,c00093_DC-4971..,0,13518
NT12418_389,1,thiopeptide,c00096_DC-4971..,126745,153038
NT12418_389,1,T1PKS|NRPS,c00097_DC-4971..,0,51196
NT12418_389,1,NRPS,c00099_DC-4971..,5727,49609
NT12419,1,thiopeptide,3,87168,113461
NT12419,1,NRPS,17,40326,84208
NT12420_390,1,thiopeptide,c00155_DC-4973..,0,16637
NT12420_390,1,NRPS,c00185_DC-4973..,0,28765
NT12421_391,1,thiopeptide,c00037_DC-4974..,83311,109604
NT12421_391,1,NRPS,c00066_DC-4974..,18672,47437
NT12421_391,1,T1PKS|NRPS,c00110_DC-4974..,0,33549
NT12422_392,1,NRPS,c00005_DC-4975..,49110,92992
NT12422_392,1,siderophore,c00011_DC-4975..,0,12341
NT12422_392,1,LAP,c00049_DC-4975..,0,21629
NT12422_392,1,NRPS|T1PKS,c00069_DC-4975..,741,121299
NT12423_393,1,thiopeptide,c00041_DC-4976..,26543,52836
NT12423_393,1,NRPS,c00082_DC-4976..,43706,87588
NT12424_394,1,T1PKS|NRPS,c00005_DC-4977..,0,45188
NT12424_394,1,thiopeptide,c00019_DC-4977..,109782,136075
NT12424_394,1,NRPS|T1PKS,c00042_DC-4977..,0,70638
NT12424_394,1,NRPS,c00044_DC-4977..,6389,50271
NT12425_395,1,siderophore,c00008_DC-4979..,0,12212
NT12425_395,1,lassopeptide,c00012_DC-4979..,0,8791
NT12425_395,1,T1PKS|NRPS,c00019_DC-4979..,0,50748
NT12425_395,1,NRPS,c00028_DC-4979..,203622,247504
NT12425_395,1,thiopeptide,c00059_DC-4979..,212645,238938
NT12426_777,1,thiopeptide,contigs_0093,127141,153434
NT12426_777,1,NRPS,contigs_0105,0,28812
NT12427_396,1,NRPS,c00033_DC-4981..,59535,103417
NT12427_396,1,cyclic-lactone-autoinducer,c00055_DC-4981..,132512,153031
NT12427_396,1,thiopeptide,c00058_DC-4981..,126885,153178
NT12428,1,NRPS,13,8851,52733
NT12428,1,thiopeptide,16,103987,124216
NT12428,1,arylpolyene,28,9708,53296
NT12428,1,RiPP-like,69,0,4062
NT12429_397,1,NRPS,c00024_DC-4995..,90636,119400
NT12429_397,1,thiopeptide,c00035_DC-4995..,73433,99726
NT12430,1,thiopeptide,4,219528,239759
NT12430,1,NRPS,13,4876,48758
NT12430,1,NRPS|T1PKS,20,7678,63365
NT12430,1,RiPP-like,53,6130,17666
NT12432_398,1,NRPS,c00010_DC-5012..,0,29203
NT12432_398,1,T1PKS|NRPS,c00032_DC-5012..,69826,125513
